"id","memberID","img","groupID","selection_class","agenttype1","agenttype2","gender","last_name","first_name","other_name","birthday","birth_location","birth_location_map","deathday","death_location","workplace","knows","shortbio","data_evaluation","authority_record","authority_organization"
"602","UeB1806","","","2","Person","Sample","male","Übel","Bruno","","01/01/1806 00:00","Hoya bei Eisleben/Herrliberg","","01/01/1840 00:00","","","","Major","","",""
"603","Ulxxxx","","","2","Person","Sample","male","Ulrich","","","","","","","","","","Philologe am Carolinum","","",""
"604","UnFH1806§","","","3","Person","Historiographer","female","Unger ","Friederike Helene","","","","","","na","na","","Wrote Die Franzosen in Berlin, oder Serene an Clementinen in den Jahren 1806. 7. 8","","na",""
"605","UnCxxxx","","","2","Person","Historical","male","Ungerich","Caspar","","","Dietikon","","","","","","Gichteler (Neugläubiger)","","",""
"606","UsJM1763","","","1","Person","Historical","male","Usteri","Johann Martin","","01/01/1763 00:00","Zürich/Rapperswil","","01/01/1827 00:00","","","","Dichter, Maler und Zeichner, freund von Heinrich Eschers Vater","","",""
"607","Usteri1769","","","2","Person","Historical","male","Usteri","Leonhard","","01/01/1769 00:00","","","01/01/1853 00:00","Zürich, Switzerland","Zürich, Switzerland","","Philologe am Carolinum (Hebräisch)","","42612272",""
"608","UsP1768","","","1","Person","Historical","male","Usteri","Paul  ","","01/01/1768 00:00","Zürich/Zürich","","01/01/1831 00:00","","","","Staatsrat, Publizist","","",""
"609","VeL1820","","","2","Person","Contemporary","male","Vela","Luigi","","01/01/1820 00:00","","","","","","","","","",""
"610","ViKeG1910","","","2","Person","Historical","female","Villiger-Keller","Gertrud","","01/01/1910 00:00","","","","na","na","","","","na",""
"611","ViM1860","","","2","Person","Historical","female","Villinger","Marie","","01/01/1860 00:00","","","01/01/1946 00:00","Schwanden, Glarus, Switzerland","Geissingen b. Baden","","Participated in the workers movement.","","na",""
"612","ViAxxxx","","","2","Person","Historical","male","Vinet","Alexandre","","","","","","","","","Theologe, gegen Freisinnige Kontrolle über Kirche, daher für Trennung Kirche-Staat","","",""
"613","ViExxxx","","","3","Person","Historiographer","male","Vischer","Eduard","","","","","","","","","wrote B.G. Niebuhr und die Revolution","","",""
"614","VoFxxxx","","","2","Person","Historical","male","Vogel","Friedrich","","","","","","","","","","","",""
"615","VoPxxxx","","","3","Person","Historiographer","male","Vogelsanger","Peter","","","","","","","","","Historiographer of the Imperial Abbey of Fraumünster (Zürich).","","",""
"616","VoJ1749","","","3","Person","Historiographer","female","Voigts","Jenny, von","born Möser, Johanne Wilhelmine Juliane ","01/01/1749 00:00","","","01/01/1814 00:00","Melle, Germany","Osnabrück, Germany","","Was a German writer.","","62327551",""
"617","VoJxxxx","","","2","Person","Historical","male","Vollenweider","Johann","","","Auslikon","","","","","","Gichteler (Neugläubiger)","","",""
"618","VdRECC1754","","","3","Person","Historiographer","female","Von der Recke","Elisabeth Charlotte Constanzia ","","01/01/1754 00:00","","","01/01/1833 00:00","na","na","","actually Elisabeth Charlotte Constanzia von der Recke (1754-1833) - Aufzeichnungen und Briefe aus ihren Jugendtagen, Band 1; Tagebücher und Briefe aus ihren Wanderjahren, Band 2 – French Revolution as a negative model and the promise of liberty as a lie (Vahsen, 2000) (p.48).","","na",""
"619","vHaKL1768","","","2","Person","Contemporary","male","von Haller","Karl Ludwig","","01/01/1768 00:00","","","01/01/1854 00:00","","","","gab den Namen einer Epoche in seinem Buchtitel ""Restauration und Staatswissenschaft (1816-1834), zum kathl. Konvertierter Romantiker der einen absolutistischen Staat anstrebte","","",""
"620","WaFLxxxx","","","2","Person","Undefined","male","Wagner","Friedrich Ludwig, von","","","","","","","","","Sarnerbund; Hauptmann","","",""
"621","WaR1813","","","2","Person","Historical","male","Wagner","Richard","","01/01/1813 00:00","","","01/01/1882 00:00","Venezia, Italy","Leipzig, Germany","","German musician","","29732107",""
"622","WaSH1774","","","3","Person","Historiographer","female","Wahl","Sophie Helmine","born, Singer","01/01/1774 00:00","","","","na","Berlin, Germany","","","","na",""
"623","Wa 0000","","","2","Person","Sample","male","Walder","","","","Thurgau","","","na","na","","","","",""
"624","WaJIE1740","","","3","Person","Historiographer","female","Wallenrodt","Johanna Isabella Eleonore, von","","01/01/1740 00:00","","","01/01/1819 00:00","na","na","","actually Johanna Isabella Eleonore von Wallenrodt (1740-1819) – Senschreiben mentions the idea of - „von einzelnen Machthabern verführtes Volk“ in (Wallenrodt, 1794) in (Vahsen, 2000), revolution as self-preservation (p. 49)","","na",""
"625","WaA1678","","","4","Person","Biographer","female","Waser","Anna","","01/01/1678 00:00","","","01/01/1714 00:00","Zürich, Switzerland","Zürich, Switzerland","","Anna Waser was a Swiss painter. According to Jean-Baptiste Descamps she was born in Zurich in 1679 and became a pupil of Joseph Werner. According to the RKD she was born a year earlier and was an engraver and miniature painter. (Wikipedia)","","62360577",""
"626","WaJHxxxx","","","2","Person","Historical","male","Waser","Johann Heinrich","","","Volkswirthschafter","","","","","","","","",""
"627","WaJ1484","","","2","Person","Historiographer","male","Watt","Johannes, von","Vadian","01/01/1484 00:00","","","01/01/1551 00:00","","","","reformator of St. Gallen, friend of Huldrych Zwingli (1848-) - De poetica et carminis ratione liber (1518) ; Die Große Chronik der Äbte des Klosters St. Gallen (1529); Von Zustand und Wesen der Zeiten ..., Der fromme Einsiedler Sankt Gallus, Der Thurgau, Die Stadt St.Gallen, Der Bodensee, Vom Ursprung des Mönchsstandes – sprachlich restaurierte und für heutige Leser gekürzte geographische und historische Texte Vadians. In: Sankt Gallus. Geschichte – Legende – Interpretation (Geistiges Erbe Schweiz, Band 4). Verlag Bär, Niederuzwil 2012. – cooperation with Zürich, Konstanz and Bern about the Burgrecht (1528) – special (new) interest in „development and change of state policies and institutions“ (Peyer, 1985), exclusion of legends and wonders from historiography for being “untrue” – constructs Reichsfreiheit of St. Gallen without documentation (!) with political interest and derives it from an important Kaiser (Barbarossa) and locates it as early as possible in time – the Swiss including the Innerschweitzer as immigrants (no continuency with the Helvetii) crossing the Rhein, governed by the empires since Charlmagne and liberated due to their merits (as a gift!) (Peyer, 1985) vs. panegyric of the liberation myth and Tell-Saga – respect towards monarchs and aristocrats, positive image of the Habsburg as “soft” not oppressing (!) – justifies the “verbürgerlichung” of the monastries with the degeneration of the nobel owners ans neglects the possibility that the nobility could be renovated – dislikes intervention in foreign affairs (not idea of neutrality but pragmatic self-protection), efforts for confessional peace == Vadian was not recognized. In his place, Johannes Stumpf became the leading historiographer (Peyer, 1985)","","",""
"628","WaD1640§","","","2","Person","Historical","female","Wattenwyl","Anna Desirée, von","","","","","","na","na","","Äbtissin Chateau-Chalon, Mutter von Charlotte von Stein, Schwester von Françoise Elisabth","","na",""
"629","WaA1841","","","2","Person","Historical","female","Wattenwyl","Anna, von","","01/01/1841 00:00","Bern","","01/01/1927 00:00","na","Kandern*","","Pioneer of the Heilsarmee [The Salvation Army].","","na",""
"630","WaBxxxx","","","2","Person","Historical","male","Wattenwyl","Bernhard, von","","","","","","","","","Sarnerbund","","",""
"631","WaFE1750§","","","2","Person","Historical","female","Wattenwyl","Françoise Elisabeth, von","","","","","01/01/1794 00:00","na","na","","Äbtissin Chateau-Chalon, Tante von Charlotte von Stein, ""Rubin Watenwyl""","","na",""
"632","WaFxxxx","","","2","Person","Historical","male","Wattenwyl","Friedrich, von","","","","","","","","","Sarnerbund; Hauptmann","","",""
"633","WaJxxxx","","","2","Person","Historical","male","Wattenwyl","Johann, von","","","","","","","","","Bruder von Angelika","","",""
"634","WaMA1750§","","","2","Person","Historical","female","Wattenwyl","Maria Angelika, von","","","","","","na","na","","Äbtissin Chateau-Chalon","","na",""
"635","WaNRxxxx","","","2","Person","Historical","male","Wattenwyl","Niklaus Rudolf, von","","","","","","","","","gemässigter Aristokrat","","",""
"636","WaNR1760","","","2","Person","Historical","male","Wattenwyl","Nikolaus Rudolf","","01/01/1760 00:00","","","01/01/1832 00:00","Aarburg, Switzerland","Bern, Switzerlan","","Magistrated of the city and Republic Bern [Schultheiss der Stadt und Republik Bern].","","67235444",""
"637","WaKF1645","","","4","Person","Biographer","female","Wattenwyl, von","Katharina Franziska","Catherine","01/01/1645 00:00","","","01/01/1714 00:00","na","na","","Agentin in Französischen Diensten","","na",""
"638","WaSA1793","","","2","Person","Historical","female","Wattenwyl-Frisching","Sophie Alette, von","born Frisching, Alette Sophie Rosine","01/01/1793 00:00","","","01/01/1854 00:00","na","na","","She married Friedrich von Wattenwyl von Bursinel in 1838.","","na",""
"639","WeG0000","","","1","Person","Undefined","male","Weber","Georg","","","Pfäffikon (ZH)","","","","","","unbekannt","","",""
"640","WeHJ1788","","","1","Person","Contemporary","male","Weber","Hans Jakob","","01/01/1788 00:00","Pfäffikon (ZH)/Zürich","","01/01/1839 00:00","","","","Besitzt Weberei, arm","","",""
"641","WeJ1846","","","2","Person","Contemporary","male","Weber","Johannes","","01/01/1846 00:00","","","01/01/1912 00:00","Castagnola, (today) Lugano, Switzerland","Frastanz, Voralberg","","Coronel [General].","","267065001",""
"642","WeH1871","","","3","Person","Historiographer","female","Wegscheider","Hildegrad","","01/01/1871 00:00","","","01/01/1953 00:00","Berlin, Germany","Berlin, Germany","","She was a German teacher and school reformer. Chronicon Carionis: ein Beitrag zur Geschichtsschreibung des 16. Jahrhunderts, Halle (M. Niemeyer) (1898) (Dissertation, auch als Hallesche Abhandlungen zur neueren Geschichte; 35) - ""Die Frau im demokratischen Staat, An unsere Frauen"", Verlag ""Das Volk"" Berlin, Dezember 1945 – „European spirit“  and development of European values in private „protected space“ (Koop, 2009) –foundation of girls schoos at the end of 19th Century – positive experience of studies at University Zurich – one of the characteristics of a good student accoding Treischke was his ability to get drunk (!) (p. 45)","","na",""
"643","Wexxxx","","","2","Person","Historical","male","Wehrli","","","","","","","","","","Seidenfabrikant in Zürich","","",""
"644","WeBxxxx","","","3","Person","Historiographer","female","Weinmann","Barbara  ","","","","","","","","","Barbara Weinmann in Eine andere Bürgergesellschaft (Weinmann, 2002) similar as Paul König, finds the unique roots of the Swiss political system and national identity in a synthesis of the medieval guild system and liberal ideals derived from the French Revolution. While König understands this synthesis rather as an harmonic integration or a kind of balance (König, 1960, 1966, 1969), Weinmann understands it as form of genuine creation of a new way of thinking that emerges from two different, apparently opposing ideologies. Her view is completly disconnected from the soteriological interpretation and the need of religious spirituality.","","",""
"645","WeH1789","","","1","Person","Sample","male","Weiss","Heinrich","","01/01/1789 00:00","Fehraltorf (ZH)","","01/01/1848 00:00","","","","Regierungsrat, Professor,Sohn eines Lehrmeisters, Tuchhändler in Winterthur","","na",""
"646","WeHxxxx","","","2","Person","Undefined","male","Weiss","Heinrich","","","","","","","","","Pfarrer in Dielsdorf, Notar 1822","","",""
"652","WeJH1805","","","2","Person","Contemporary","male","Weiss","Johann Heinrich","","01/01/1805 00:00","","","01/01/1877 00:00","","","","Pfarrer zu Wallisellen. author of ""Die Kirchenverfassung der Piemontesischen Waldensergemeinden: Aus ihren Synodalprotokollen von 1690 - 1828 in einzelne Sätze zusammengestellt ; nebst einigen ausgewählten Stellen aus den ältesten Bekenntnißschriften der Waldenser""","","",""
"653","WeWxxxx","","","2","Person","Historical","male","Weitling","Wilhelm","","","Magdeburg","","","","","","Ausländischer Sozialist in Lausanne","","",""
"654","WeEsL1858","","","4","Person","Biographer","female","Welti-Escher","Lydia","","01/01/1858 00:00","","","01/01/1891 00:00","na","na","","","","na",""
"655","WeHR1756","","","1","Person","Contemporary","male","Werdmüller","Hans Rudolf","","01/01/1756 00:00","","","01/01/1825 00:00","","","","Stadträsident, Kaufmann im alten Seidenhof","","",""
"657","WeFKG1831","","","2","Person","Contemporary","male","Werdt","Friedrich Karl Georg, von","","01/01/1831 00:00","","","01/01/1893 00:00","Toffen, Switzerland","Bern, Switzerlan","","","","D4772",""
"658","WeE1783","","","2","Person","Historical","female","Wespi","Anna Elisabeth ","","01/01/1783 00:00","","","","na","Fällanden, Zürich, Switzerland","","She was married to Jakob Wespi.","","na",""
"659","WeExxxx","","","3","Person","Historiographer","male","Wessendorf","Ernst","","","","","","","","","Ernst Wessendorf writes 1962 his dissertation Geschichtsschreibung für Volk und Schulen in der alten Eidgenossenschaft (Wessendorf, 1962)","","",""
"660","WeJRxxxx","","","2","Person","Historical","male","Wet(z)stein","Johann Rudolph","","","Kempraten","","","","","","Gichteler (Neugläubiger)","","",""
"661","WeE1235*","","","2","Person","Historiographer","female","Wetzikon","Elisabeth, von","","","","","01/01/1295 00:00","","","","Princess Abbess of the Imperial Abbey of Fraumünster (Zürich). „Bis heute sind 170 Urkunden erhalten, die ihren Namen und teilweise auch ihr Siegel tragen und aufzeigen, dass sie sich von Amts wegen mit vielen verschiedenen Rechtsgeschäften befasste. Sie hatte weitreichende Beziehungen und politischen Einfluss über Zürich hinaus. Beispielsweise war der Landammann von Uri im Gründungsjahr der Schweiz 1291 ihr Meier Ritter Arnold von Silenen.“ (Wikipedia)","","",""
