,,,,,"Free",,,,,"Goffman/ Burke",,,"Dramatica",,,,,,,,
231,136,4,705,"Meta aber war und blieb «die Hausehre», frühe schon ein gewissenhaftes Hausmütterchen‚ später die Stütze und Pflegerin der noch bis ins späte Alter oft - namentlich jeden Winter - schwer leidenden Tante und der inzwischen auch alt und müde gewordenen Mutter. [103]",55,,,,,,,,,,,,,,,,
231,136,4,706,"Schnell folgten sich die Veränderungen in unserm Hause durch eheliche Verbindungen. ",55,,,,,,,,,,,,,,,,
231,136,4,707,"Der Älteste ging auch hierin voran. ",55,,,,,,,,,,,,,,,,
231,136,4,708,"Es war im Frühjahr 1849, als eine junge Bündnerin, Elise von Flugi aus Chur, auf Anraten des trefflichen Dr. Kaiser, des vielbekannten und hochgeehrten Badearzt(es> in Pfäfers, Tante Regelis Vieljährigem Freund, in unser Haus eintrat, in die Obhut der Tante und in die ärztliche Pflege der beiden Doktoren Heußer (sie litt an hartnäckigem Augenübel) übergeben. ",56,1849,,"Pfäfers;",,,,,,,,,,,,,
231,136,4,709,"Das junge Mädchen schloß sich an uns alle an, und als ihr Aufenthalt bei uns, im Sommer 1850, zu Ende ging, begehrte sie dringend, daß eine meiner Töchter - die Wahl fiel auf Johanna - sie begleite und wieder in ihre Heimat - Chur - einführe. ",56,1850,,,,,,,,,,,,,,,
231,136,4,710,"Zugleich erging die freundliche Einladung an Theodor von seinen Universitätsfreunden, Elisens Brüdern - dem Dichter Alfons Flugi [*114] und seinem früh Verstorbenen Bruder Constans - er möchte seine Schwester in Chur abholen, oder vielmehr, da die Familie eben im Begriffe, einen Aufenthalt in ihrer ursprünglichen Heimat, dem Engadin zu machen, dort im hohen St.Moritz, dessen Heilquelle - damals erst recht in ihrem Rufe steigend - ohnehin für den Arzt Interesse hatte. ",56,,,,,,,,,,,,,,,,
231,136,4,711,"Gesagt, getan!",56,,,,,,,,,,,,,,,,
231,136,4,712,"Theodor machte sich - Wie er meinte für einige Tage - frei, reiste mit Pferd und Chaischen nach Chur und schloß sich dort an die Familie von Flugi zur Reise nach dem Engadin an. Schon hatten sie den größten Teil der Gebirgsfahrt glücklich zurückgelegt, da - am letzten Abhang des Julier, in der Nähe von Silvaplana - stürzt Theodors Pferd, und nur mit größter Mühe konnte es möglich gemacht werden, mit ihm St.Moritz zu erreichen. ",56,,,,,,,,,,,,,,,,
231,136,4,713,"Das arme Tier war gefährlich beschädigt, sein Besitzer wollte sich nicht von ihm trennen, bis es hergestellt wäre, - und so wurden aus den zwei Tagen, die er im Engadin hatte zubringen wollen, drei volle Wochen, bis er mit dem genesenen Pferde wieder reisen konnte.",56,,,,,,,,,,,,,,,,
231,136,4,714,"Aber dieser unfreiwillige Aufenthalt war es, der ihn seiner Lebensgefährtin und sie ihm zuführte. ",56,,,,,,,,,,,,,,,,
231,136,4,715,"Regine von Flugi, geb. 24. April 1827, die einzige Tochter des jüngsten Sohnes der zahlreichen Familie von Flugi in St.Moritz, wohnte hier [104] im angestammten Hause. ",56,"24.04.1827",,,,,,,,,,,,,,,
231,136,4,716,"Frühe schon, im zehnten Jahre, hatte sie ihre Mutter verloren, und jetzt trauerte sie an dem noch frischen Grabe ihres Vaters. ",56,,,,,,,,,,,,,,,,
231,136,4,717,"Ihr Onkel v. Flugi aus Chur hatte mit seiner Familie und Johanna bei ihr Logis genommen, während Theodor im Gasthofe wohnte, doch im täglichen Umgang mit der jugendlichen Nachbarschaft, die mit ihm auf fröhlichen Ausflügen die großartige Gebirgsnatur durchstreifte. ",56,,,,,,,,,,,,,,,,
231,136,4,718,"Mit Johanna hatte Regine schnell eine alte Freundschaft erneuert: während Hannchens Aufenthalt in",56,,,,,,,,,,,,,,,,
231,136,4,719,"Zürich nämlich war auch das Mädchen von St.Moritz daselbst in Pension gewesen; die beiden hatten sich im Religionsunterricht des ehrwürdigen Antistes Füßlil [*115] getroffen und waren von ihm gemeinsam konfirmiert worden. ",56,,,"Zürich;",,,,,,,,,,,,,
231,136,4,720,"Wie so oft im Menschenleben hatte auch hier ein flüchtiges Begegnen auf spätere enge Verbindung hingedeutet. – ",56,,,,,,,,,,,,,,,,
231,136,4,721,"Die schlanke, italienisch-brünette Engadinerin in ihrer dienenden Geschäftigkeit zog den jungen Arzt an, und noch ehe er aus ihrem hohen Bergtale schied, hatte er ihr Herz und Hand angeboten, und das Jawort des verwaisten Mädchens empfangen. ",56,,,,,,,,,,,,,,,,
231,136,4,722,"Wie erstaunten wir, da Theodor als angehender Bräutigam zurückkehrte! – ",56,,,,,,,,,,,,,,,,
231,136,4,723,"Im Herbste desselben Jahres machte die junge Braut einen Aufenthalt von einigen Wochen hier in Theodors Vaterhaus, begleitet von ihrer Cousine, auch Regina von Flugi, mit welcher uns fortan ein Bund herzlicher Freundschaft verband und noch verbindet.",56,,,,,,,,,,,,,,,,
231,136,4,724,"Die andere Regine wurde bald uns allen eine liebe heimelige Tochter und Schwester. ",56,,,,,,,,,,,,,,,,
231,136,4,725,"Sie hat ein ganz neues Element in unsere Familie eingeführt - die romanische Nationalität die sich später in ihren Kindern fast unvermischt ausgeprägt hat.",56,,,,,,,,,,,,,,,,
231,136,4,726,"Am 14.Juli 1851 wurde Theodors Bund mit Begine von unserm lieben Pfarrer Wild eingesegnet; dann trat das junge Ehepaar eine kleine Reise über den Gotthard, an den Langensee bis Mailand an, von wo sie über Chiavenna nach dem Engadin zurückkehrten. ",56,"14.07.1851",,,,,,,,,,,,,,,
231,136,4,727,"Dort wurden sie von Anna und mir abgeholt. ",57,,,,,,,,,,,,,,,,
231,136,4,728,"Drei Wochen Verweilten wir in Reginens Hause, im schönen, ernsten Engadin. ",57,,,,,,,,,,,,,,,,
231,136,4,729,"Es war das erste Mal, da ich [105] einen Blick (in) die echten hohen Alpenregionen tat, und der Eindruck, den das wunderbare hohe Tal des jungen Inn, mit seinen Gletschern und Lärchenwäldern, seinen mächtigen Gebirgen, seinen Wasserfällen und den tiefblauen <<Augen der Alpen», seinen Seen mit ihren großartigen Ufern auf mich machte, war und blieb ein tiefer, unbeschreiblicher.",57,,,,,,,,,,,,,,,,
231,136,4,730,"Meinte ich doch nach meiner Rückkehr, in unserer mir sonst so lieben Heimat nur noch gemalte Berge zu sehn‚ und hatte längere Zeit - mitten in der Schweiz - mit dem Alpenheimweh zu schaffen.",57,,,,,,,,,,,,,,,,
231,136,4,731,"Bald nach Theodors Verbindung - im Januar 1852 wurde Johanna Braut. ",58,1852,,,,,,,,,,,,,,,
231,136,4,732,"Sie führte uns keinen Unbekannten zu. ",58,,,,,,,,,,,,,,,,
231,136,4,733,"Johann Bernhard Spyri - geb. 21. Sept. 1821 – damals Rechtsanwalt, später Rechtskonsulent der Stadt Zürich, jetzt Stadtschreiber, wurde mein lieber, erwünschter Sohn. ",58,"21.09.1821",,"Zürich;",,,,,,,,,,,,,
231,136,4,734,"Er war vom ersten Eintritt Theodors ins Gymnasium an sein «guter Kamerad», sein unzertrennlicher Gefährte, sein Freund, sein Pylades geworden. ",58,,,,,,,,,,,,,,,,
231,136,4,735,"Sie teilten, erst als Schüler, dann als Studenten alle Freuden, alle Liebhabereien, namentlich das Theater, dessen Ergebnisse dann nach Möglichkeit in die Heimat Verpflanzt wurden, denn die Ferienzeiten mußte Spyri, so viel sich’s eben tun ließ, mit in Theodors Vaterhaus zubringen. ",58,,,,,,,,,,,,,,,,
231,136,4,736,"Mir war unter all den jungen Leuten, welche die Söhne mit sich heimbrachten, Spyri der liebste und dem Gefühle nach mein Sohn, lange bevor er diesen Namen trug. ",58,,,,,,,,,,,,,,,,
231,136,4,737,"Als er vor Jahren zuerst in unserm Hause heimisch wurde, da war Hannchen noch ein ganz kleines Mädchen, mit welchem der «große Knabe» - nachmals der Jüngling - gerne sich neckte, was das Kind keck und kräftig genug erwiderte. ",58,,,,,,,,,,,,,,,,
231,136,4,738,"Diese kleinen Kämpfe waren auch hier, wie oft schon, das Zeichen, <<daß sie’s einander angetan» in besonderer Bevorzugung, und so konnte Johannas Verbindung in Wahrheit eine «Liebe aus der Kindheit» genannt werden.",58,,,,,,,,,,,,,,,,
231,136,4,739,"Wir alle freuten uns von ganzem Herzen darüber.",58,,,,,,,,,,,,,,,,
231,136,4,740,"Spyris Eintritt in unser Haus trug uns noch ein Familienglied ein: seine viel jüngere Halbschwester, Magdalene, die damals noch bei einer alten Tante lebte, später aber uns [106] ganz eine Tochter und Schwester wurde, und dabei die hülfreiche Diakonissin - das Not- und Hülfsbüchlein in allen Häusern unserer Familie. ",58,,,,,,,,,,,,,,,,
231,136,4,741,"Wir haben ihre tragischen Lebenserfahrungen - erst die Seifenblase eines ihr gebotenen Glückes, dann Todesangst und Todesnähe, und endlich tiefes Herzeleid - mit ihr durchgelebt - das bindet Menschen zusammen. ",58,,,,,,,,,,,,,,,,
231,136,4,742,"Damals, als Spyri der Unsre wurde, war sie noch kaum der Kindheit entwachsen, schloß sich aber alsobald eng uns an.",58,,,,,,,,,,,,,,,,
231,136,4,743,"Schüchterner als Johannas Verbindung - weil überrascht in hohem Grade - doch auch mit freudiger Zustimmung, begrüßten wir wenige Monate später Annas Verlobung. ",58,,,,,,,,,,,,,,,,
231,136,4,744,"Persönlich unbekannt mit dem von ihr uns zugeführten Sohn und Bruder - Friedrich Salomon Ulrich, geb. 28. März 1821 wußte ich doch von der uns seit vielen Jahren (1824) herzlich befreundeten Schwester seines Vaters, der Pfarrfrau Pfenninger im Schönenberg, welche oft ihren Bruder um des wohlgeratenen Sohnes willen selig pries, daß er ein durchaus solider, in seinem Berufe - Baumeister - tüchtiger und glücklicher junger Mann, dann auch ein zärtlicher Gatte seiner jugendlichen Gattin - Luise Zimmermann - sei. ",58,"28.03.1821",,,,,,,,,,,,,,,
231,136,4,745,"Noch als solcher traf er im Winter 1850 auf 1851 mit Anna in dem uns so wohlbekannten Pfarrhaus Schönenberg zusammen das ahnungsloseste, unbefangenste sich Begegnen, das es je gegeben hat, das gerade nur dazu dienen mußte, daß späterhin Ulrich das Mädchen wieder erkannte. ",59,"1850-1851",,,,,,,,,,,,,,,
231,136,4,746,"Wenige Wochen nach dieser Begegnung meldete uns Luise Pfenninger – die Tochter des Pfarrhauses - das große Familienleid, daß die Gattin ihres Cousins, Ulrich, bei ihrer ersten Niederkunft, zugleich mit dem Kinde, ihm entrissen worden, - eine Botschaft, die uns schmerzlich bewegte, denn - sagte Anna «es gibt ja so wenige Glückliche, und nun muß ein so selten beglücktes Pärchen so voneinander gerissen werden!»",59,,,,,,,,,,,,,,,,
231,136,4,747,"Anderthalb Jahre später, als Anna bei dem jungen Paare in Richtersweil einige Tage geweilt hatte und von dort aus der Tante Wichelhausen in ihren kleinen Anliegen zu Hülfe eilen wollte, traf sie «zufällig», wie man zu sagen pflegt [107] (und hier war es mehr!) auf dem Dampfboot den Baumeister Ulrich an, der sie alsbald wieder erkannte und - anknüpfend an die gemeinsamen Freunde - ein Gespräch mit ihr begann, das erst beim Aussteigen in Zürich sein Ende fand. ",59,,,"Zürich;",,,,,,,,,,,,,
231,136,4,748,"Bei Annas darauffolgendem Aufenthalt in der Stadt sahen sie sich öfters wieder - wie und wo? -. «Wenn Zwei einen Weg gehen sollen, so führen sie alle Steglein zusammen.» ",59,,,,,,,,,,,,,,,,
231,136,4,749,"Kurz: Fritz Ulrich gewann die Anna Heußer lieb, seine Neigung wurde erwidert, und bald - nach einem nun nicht mehr zufälligen Zusammenkommen im Schönenberg stellte sich ein zweites glückliches Brautpaar dem ersten an die Seite.",59,,"Fritz Ulrich;",,,,,,,,,,,,,,
231,136,4,750,"Es war eine höchst bewegte Zeit, der Sommer 1852. ",60,1852,,,,,,,,,,,,,,,
231,136,4,751,"Traurig gedenke ich der armen Geistes- oder Gemütskranken, die damals das «Bäuli» bewohnten. ",60,,,,,,,,,,,,,,,,
231,136,4,752,"Sie lagen bei den mancherlei neuen Verhältnissen schwerer als je auf mir, und doch ach wie oft vergaß ich ihrer in der Strömung des neu erwachten Lebens -, nicht in Speise und Trank, aber in dem rechten Herzensinteresse. ",60,,,,,,,,,,,,,,,,
231,136,4,753,"Familienfreuden und die Pflege unglücklicher Verrückter passen einmal [„116] nicht zusammen.",60,,,,,,,,,,,,,,,,
231,136,4,754,"Am neunten September feierten wir die Hochzeit Spyris und Johannas, und dann am 25. Oktober diejenige Ulrichs und Annas. ",60,,,,,,,,,,,,,,,,
231,136,4,755,"Damals sagte der Vater: «Aber jetzt ist es ein für allemal genug mit den Hochzeiten» - und fügte noch mehr hinzu, das ich nicht wiederhole. ",60,,,,,,,,,,,,,,,,
231,136,4,756,"War es Weissagung, wie in grauen Zeiten oft die Väter in die Zukunft ihrer Kinder schauten - ja sie bestimmten?",60,,,,,,,,,,,,,,,,
231,136,4,757,"Aber noch vor den beiden Hochzeitfesten hatten wir das Geburts- und Tauffest des ersten Enkels gefeiert. ",61,,,,,,,,,,,,,,,,
231,136,4,758,"Dieser Erstling - Theodor Constantin, geb. 17. August 1852 in Richtersweil - ein schöner, gesunder, ruhiger Knabe, wurde nicht nur der erklärte Liebling des Großvaters, er war für uns alle der Erstling. ",61,"17.08.1852",,,,,,,,,,,,,,,
231,136,4,759,"Anderthalb Jahre lang blühte er in ungewöhnlich früher Entwicklung zu unser aller Wonne, da wurde er vom Stickhusten befallen, litt Monate lang an dieser beängstigenden Krankheit, die endlich in Hirnentzündung gipfelte, in der wir das geliebte Kind verloren [108] glaubten. ",61,,,,,,,,,,,,,,,,
231,136,4,760,"Die buchstäblich wahre Erzählung von dieser Krankheit und Genesung findet sich in meinen Liedern, zweite Sammlung [*117]. ",61,,,,,,,,,,,,,,,,
231,136,4,761,"Oft noch durch seine ganze Kindheit wiederholte sich, wenn auch nicht in dem Maße, jene Erfahrung von Krankheit, Gefahr und Hülfe. ",61,,,,,,,,,,,,,,,,
231,136,4,762,"Schärfer noch und eingreifender wiederholte sie sich bei den kleinen Ulrichs, von welchen namentlich der Erstgeborene (doch auch Franz und Karl einzelne Male) wiederholt an die Pforte des Todes und wieder zurückgeführt wurden. ",61,,,,,,,,,,,,,,,,
231,136,4,763,"Ich lasse hier auf den ersten Enkel gleich alle nacheinander folgen.",61,,,,,,,,,,,,,,,,
231,136,4,764,"Der Zweite war Annas Sohn: Friedrich Salomon, geb. 3. Februar 1854, ein überaus zartes, liebliches, höchst lebendiges Kind, nach dem dunkeln Romanen Theodor ein blondgelockter Germane, trotz der Blüte seiner frühen Jahre doch von Geburt an körperlich viel leidend, von den schlimmsten Krankheiten heimgesucht, die ganze Kindheit hindurch viel bedroht und viel errettet. ",61,"03.02.1854",,,,,,,,,,,,,,,
231,136,4,765,"Ihm folgte Franz Theodor, geb. 5. April 1855, das Hirzelkind, das während der Krankheiten seines Brüderchens monatelang bei uns weilend, gehen und sprechen - das erste nur langsam, da er an Schwäche des Rückenmarks litt - hier lernte, und in seiner stillen verschlossenen Weise von jeher der Feigenblüte glich, die, nach innen blühend, von außen nicht gesehn wird. ",61,"05.04.1855",,,,,,,,,,,,,,,
231,136,4,766,"Der dritte Ulrich, Paul Gustav, geb. am 17. Juni 1856, brachte dagegen die Begabung für die Außenwelt mit ins Leben; ein praktischer, dabei zur Komik aufgelegter Knabe, der durch schnelle Umsicht und geschickte Hände sich überall durchzuhelfen weiß.",61,"17.06.1856",,,,,,,,,,,,,,,
231,136,4,767,"Noch vor ihm wurde dem Ehepaar Spyri sein einziger, kräftiger Sohn geboren, am 17. August 1855. ",61,"17.08.1855",,,,,,,,,,,,,,,
231,136,4,768,"Er war nach Theodor der zweite Sohn des jüngern Geschlechtes, der am Geburtstag des Ahnvaters Schweizer ins Leben trat, weshalb ihn die Eltern zu meiner Freude Diethelm Bernhard nannten. ",61,,,,,,,,,,,,,,,,
231,136,4,769,"Möge des Ahnvaters Geist auf dem vielfach begabten Knaben ruhen, der väterliches und mütterliches Erbteil in sich zu vereinen scheint.",61,,,,,,,,,,,,,,,,
231,136,4,770,"Dann folgte in Richtersweil am 22. Juni 1857 Theodors zweiter Sohn: Johann Rudolf Maximilian, der Knabe mit [109] den großen, schwarzen, seelenvollen Augen, von dem – wie prophetisch - wenige Tage vor seinem ungeahnten Tode jene schöne, nun auch längst erloschene Stimme [*118] sang:",61,"22.06.1857",,,,,,,,,,,,,,,
231,136,4,771,"«Dunkles Auge, dunkle Glut, - Schlafe du sanft in Gottes Hut». ",61,,,,,,,,,,,,,,,,
231,136,4,772,"Er starb schon am 15. Sept. 1857. ",61,"15.09.1857",,,,,,,,,,,,,,,
231,136,4,773,"Gleich im folgenden Jahre trug sich Regine wieder mit Mutterhoffnungen; ",61,,,,,,,,,,,,,,,,
231,136,4,774,"ihre Gesundheit war aufs äußerste angegriffen, da glaubte ihr Arzt und Gatte, die heimatliche Bergluft könnte die gesunkenen Kräfte wieder heben, ",61,,,,,,,,,,,,,,,,
231,136,4,775,"und Regine reiste im Sommer 1858 mit den Schwestern Ega und Meta ins Engadin, nach St. Moritz. ",61,"7,1858",,,,,,,,,,,,,,,
231,136,4,776,"Aber statt der gehofften Erholung trat eine viel zu frühe Entbindung ein. ",61,,,,,,,,,,,,,,,,
231,136,4,777,"Regine gebar in ihrem Vaterhause, das damals ihrem Onkel, Herrn Conradin von Flugi‚ angehörte, einen zarten, kaum lebensfähigen Knaben, der in der Taufe noch die Namen: Moritz Maximilian empfing und dann im Mutterarm sein schwaches Leben aushauchte, um in ihrer heimatlichen Erde, neben seinen Großeltern v. Flugi, auf dem hohen, lichten Friedhof von St.Moritz, sein Ruhebettlein zu finden.",61,,,,,,,,,,,,,,,,
231,136,4,778,"Nach so viel Leid - wie groß war die Freude, als die – von all den schweren Erfahrungen sehr erschöpfte - Regine am vierten Juli 1859 ein gesundes, liebliches‚ brünettes Bündnermädchen gebar - die erste Tochter unter meinen Enkeln nach ihren Müttern Meta Regina genannt. ",61,"7,1859",,,,,,,,,,,,,,,
231,136,4,779,"Durch frisches Gedeihen machte sie all unsere ihr vorangegangenen Sorgen zuschanden, und auch die Mutter schien wieder neu aufzuleben. ",61,,,,,,,,,,,,,,,,
231,136,4,780,"Drei Jahre später, am zwölften September 1862, gebar sie noch ihr jüngstes Kind, den höchst originellen und intelligenten Heinrich Alphons, der in seinen eigentümlichen, ihm angebornen Manieren und seinem ganzen Wesen oft merkwürdig an seinen Großvater Heußer - und dabei,",61,"9,1862",,,,,,,,,,,,,,,
231,136,4,781,"nach Reginens Aussage, auch an den Großvater Flugi, erinnert.",61,,,,,,,,,,,,,,,,
231,136,4,782,"Auch im Selnau, bei Ulrichs - und hier vor allen – mehrte sich die Kinderschar. ",61,,,,,,,,,,,,,,,,
231,136,4,783,"Am 17. Sept. 1859 wurde dort der vierte Sohn, der blonde, überall die Herzen gewinnende Karl Ferdinand geboren, dessen frühe Schönheit zwar durch viele [110] Krankheit entstellt, er selbst aber aus mancher Lebensgefahr gerettet wurde. ",61,"17.09.1859",,,,,,,,,,,,,,,
231,136,4,784,"Ihm folgte im Sommer 1865 das Schmerzenskind: Max Christian, der nie seine Blicke für dieses Leben aufschloß, von dem es recht eigentlich hieß: «Er kam und weinte viel, Trug Schmerzen und ging wieder Aus dieser Welt - ganz unbekannt.»",61,1865,,,,,,,,,,,,,,,
231,136,4,785,"Aber auch hier folgte tiefem Leid ungeahnte Freude. ",61,,,,,,,,,,,,,,,,
