"Transcript","Author","Bibliography","Sequence_no","Text","places","footing (IM)","encounter (Goffman)","PC","comment","Story elemet",
14,645,532,1655,"der E. Kirchgemeinde Fehraltorf.",,,,,,,
14,645,532,1656,"Tit.",,,,,,,
14,645,532,1657,"Die Kirchgemeinde Pfäffikon hat in heutiger Versammlung von 726 ",,,,"pfäffikon;",,,
14,645,532,1658,"stimmfähigen Bürgern Einmüthig beschlossen: „zur Sicherstellung unseres ","bürger;",,,,,,
14,645,532,1659,"kirchlichen Glaubens an den Petitionsvorschlag von Seite des Comité von ","comité; glaube;",,,,,,
14,645,532,1660,"Richterschweil sich anzuschließen.”",,,,,,,
14,645,532,1661,"In Folg« dessen hat sie zwölf Männer aus ihrer Mitte erwählt, welchen sie ",,,,,,,
14,645,532,1662,"zu näherer Entwicklung folgende 4 Wünsche überkragen hat:",,,,,,,
14,645,532,1663,"a. Entfernung des Herrn Dr. Strauß.",,,"strauss;",,,,
14,645,532,1664,"b. Sicherstellung des kirchl. Glaubens vor Eingriffen von Seite des ","glaube;",,,,,,
14,645,532,1665,"Staates.",,,,,,,
14,645,532,1666,"c. Sicherstellung des kirchl. Glaubens vor Eingriffen von Seite der ","glaube;",,,,,,
14,645,532,1667,"Schule.","schule;",,,,,,
14,645,532,1668,"d. Freiere Stellung der Synode und .Zuzug von gesetzlich zu bestimmenden ",,,,,,,
14,645,532,1669,"Kirchgemeindsgenossen. ",,,,,,,
14,645,532,1670,"Diese Kommission hat am nämliche« Tage ihre Aufgabe zu lösen gesucht und ",,,,,,,
14,645,532,1671,"am Schluß ihrer Sitzung 2 Deputirte gewählt in den projektirten ",,,,,,,
14,645,532,1672,"Bezirksverein mit dem Auftrage, daß dieselben sogleich die übrigen ",,,,,,,
14,645,532,1673,"Kirchgemeinden unseres Bezirks zu schleuniger Absenkung ihrer Deputirten ",,,,,,,
14,645,532,1674,"einladen möchten.",,,,,,,
14,645,532,1675,"Unterzeichneter hat hiemit die Ehre, Sie einzuladen, Ihre ","ehre;",,,,,,
14,645,532,1676,"Kommittirten auf nächsten Samstag den 23., Nachmittags l Uhr, mit ",,,,,,,
14,645,532,1677,"bestimmten Wünschen aber in freiem Sinn ins Schulhaus Pfäffikon ",,,,"pfäffikon;",,,
14,645,532,1678,"abzuordnen.",,,,,,,
14,645,532,1679,"Namens der von der Gemeinde Pfäffikon niedergesetzten Commission:","commission;",,,"pfäffikon;",,,
14,645,532,1680,"Pfäffikon, 2l. Febr. 1839",,,,"pfäffikon;",,,
14,645,532,1681,"Sig. Pfr. Dr. B. Hirzel.",,,"hirzel B.;",,,,
14,645,532,1682,"Aus dem „Sendschreiben des Central-Ausschusses der 11 Bezirke des K. ",,,,,,,
14,645,532,1683,"Zürich an die Kirchgemeinden desselben” liefern wir bloß den Schluß: ,, ","zürich;",,,"zürich;",,,
14,645,532,1684,"Betreffend die Abfassung und Weiterleitung der Petitionen von Seite der ",,,,,,,
14,645,532,1685,"Kirchgemeinden, hat der Central-Ausschuß Folgendes beschlossen: ",,,,,,,
14,645,532,1686,"„l. Die Kirchgemeinden, oder, wo diese unvermutheterweise nicht besammelt ",,,,,,,
14,645,532,1687,"werden können, die Gemeindsvereine, werden sobald möglich, spätestens ",,,,,,,
14,645,532,1688,"Sonntags den 10. März, versammelt.",,,,,,,
14,645,532,1689,"2. Denselben wird das Schreiben des Central-Ausschusses vorgelesen und, ",,,,,,,
14,645,532,1690,"wo es nöthig sein sollte, durch die Mitglieder des Bezirks-Ausschusses ","mitglied;",,,,,,
14,645,532,1691,"erläutert.",,,,,,,
14,645,532,1692,"3. Jeder Gemeinde wird, nebst dem Sendschreiben, ein auf Stempelpapier ",,,,,,,
14,645,532,1693,"gedrucktes Exemplar der Petition übersendet, welches nach der Abstimmung ",,,,,,,
14,645,532,1694,"vom Präsidenten und Aktuar im Namen der Gemeinde ",,,,,,,
14,645,532,1695,"unterzeichnet werden soll.",,,,,,,
14,645,532,1696,"4. In dieser Petition ist am Schlusse ein Formular zu einem ",,,,,,,
14,645,532,1697,"Verbalprozesse beigedruckt, welches auszufüllen und ebenfalls zu ",,,,,,,
14,645,532,1698,"unterschreiben ist von dem Präsidenten, dem Aktuar und den ",,,,,,,
14,645,532,1699,"Stimmenzählern.",,,,,,,
14,645,532,1700,"5. Die Petition wird durch offenes Stimmenmehr ",,,,,,,
14,645,532,1701,"einfach angenommen oder verworfen.",,,,,,,
14,645,532,1702,"6. Die Bezirks-Ausschüsse sorgen durch Instruktion an die Gemeinds-",,,,,,,
14,645,532,1703,"Deputirten dafür, daß die Petitionen spätestens Sonntag Abends den 10. ",,,,,,,
14,645,532,1704,"März dem Präsidenten des Bezirks-Ausschusses eingegeben werden, welcher ",,,,,,,
14,645,532,1705,"dieselben bis spätestens Montags den 11. März, Mittags 12 Uhr einzusenden ",,,,,,,
14,645,532,1706,"hat, entweder an den Präsidenten des CentralAusschusses, Herrn Hürlimann-",,,,,,,
14,645,532,1707,"Landis in Richterschweil, oder an Herrn Escher, Aktuar des Ausschusses, ","land;",,"escher;",,,,
14,645,532,1708,"wohnhaft in Zürich im Olivenbaum in Stadelhofen. Zürich, 2. März 1839.","zürich;",,,"zürich;",,,
14,645,532,1709,"Namens des Central-Ausschusses: ",,,,,,,
14,645,532,1710,"Der Präsident, J.J. Hürlimann-Landis. ","land;",,,,,,
14,645,532,1711,"Der Actuar, L. H. Escher.",,,"escher;",,,,
14,645,532,1712,"Einen weitern Beweis liefert das Inserat des Pfarrer Werdmüller von Uster ","pfarrer;",,,"uster;",,,
14,645,532,1713,"in der Beilage zur bürklischen Zeitung vom 27. Sept. — Nachdem er sich ","zeitung;",,"bürkli;",,,,
14,645,532,1714,"wegen seines Austrittes aus dem Gemeindscomité und gegen den Vorwurf, als ","comité;",,,,,,
14,645,532,1715,"ob er der guten Sache untreu geworden und er zur straußischen Partei ",,,"strauss;",,,,
14,645,532,1716,"übergetreten sei, angelegentlich zu entschuldigen gesucht hat, sagt er ",,,,,,,
14,645,532,1717,"weiter: „Wohl war der Zeitpunkt der Auflösung ein sehr unglücklicher; wer ",,,,,,,
14,645,532,1718,"konnte die so plötzlich hereinbrechenden Ereignisse voraussehen? — Im ",,,,,,,
14,645,532,1719,"Drange dieser Ereignisse war es voraus in der hiesigen sehr ausgedehnten ",,,,,,,
14,645,532,1720,"Gemeinde unmöglich, sogleich wieder ein besser (?) komponirtes Comité ","comité;",,,,,,
14,645,532,1721,"herzustellen, wenn schon den eilf [elf] Zivilgemeinden durch ihre ",,,,,,,
14,645,532,1722,"Präsidenten von der Auflösung sogleich Anzeige geschah. Indessen übernahm ",,,,,,,
14,645,532,1723,"der Stillstand die Leitung der Angelegenheiten (?!), besorgte ",,,,,,,
14,645,532,1724,"die Mittheilung der Sendschreiben an die Bürger, ","bürger;",,,,,,
14,645,532,1725,"ordnete 3Mitglieder aus seiner Mitte an die ","mitglied;",,,,,,
14,645,532,1726,"Versammlung in Kloten ab und traf (welch aussergewöhnliche ",,,,,,,
14,645,532,1727,"amtliche Thätigkeit in Uster!) mit dem Gemeindrathe die Einleitung, ",,,,"uster;",,,
14,645,532,1728,"daß schon den 8. Sept. die Kirchgemeinde zur Erwählung ",,,,,,,
14,645,532,1729,"eines neuen (doch besser komponirten?) Comité konnte versammelt werden. ","comité;",,,,,,
14,645,532,1730,"In der Nacht vom 5. Zum 6. ließ der Stillstand und Gemeindrath es sich ",,,,,,,
14,645,532,1731,"zwar angelegen sein, die Gemeinde vor jeder Übbereilung zu verwahren und ",,,,,,,
14,645,532,1732,"verhoffte (sollte wohl heißen: verschaffte?) sich noch in der Nacht durch ",,,,,,,
14,645,532,1733,"reitende Boten bestimmten Aufschluß und Auftrag vom ",,,,,,,
14,645,532,1734,"Centralcomite selbst. Sobald aber des Morgens noch vor 9 Uhr an ",,,,,,,
14,645,532,1735,"uns der bestimmte Ruf zur Theilnahme an dem allgemeinen Auflaufe (von ",,,,,,,
14,645,532,1736,"wem?) gelangte, da ward auch ohne Zögern die Sturmglocke gezogen. — Ich ",,,,,,,
14,645,532,1737,"theile das Loos aller gemäßigten Männer [illegible, 3 sign]. Mag mich ",,,,,,,
14,645,532,1738,"auch Verkennung treffen, ich werde bis an mein Ende nur nach dem Einen ",,,,,,,
14,645,532,1739,"streben [illegible, 3 signs]” ",,,,,,,
14,645,532,1740,"Uster, den 22. Sept. 1839.",,,,"uster;",,,
14,645,532,1741,"Im Auftrag des Stillstandes Uster. ",,,,"uster;",,,
14,645,532,1742,"   O.A. Werdmüller, Pfr. U. Dekan. ",,,,,,,
14,645,532,1743," )Hr. Hegetschweiler kannte doch gewiß auch die Organe der andern Partei, ",,,"hegetschweiger;",,,,
14,645,532,1744,"eine Bürkli",,,"bürkli;",,,,
14,645,532,1745,"Zeitung, einen Beobachter, die Berner Allgemeine u.s.w. Las er nie, wie ","zeitung;",,,,,,
14,645,532,1746,"der Beobachter seit 6 Monaten voraus verkündete, wir jagen euch Alle in's ",,,,,,,
14,645,532,1747,"Weite? Nicht wer in diesem Sinne predigte, sondern wer von der Predigt ",,,,,,,
14,645,532,1748,"sprach, verdarb und trieb, nach H. Ansicht, auf die Spitze.",,,,,,,
14,645,532,1749," )Bei dieser Gelegenheit äußerte sich Hegetschweiler gegen mich — ",,,"hegetschweiger;",,,,
14,645,532,1750,"ausserhalb der Berathung: ,,mein Gott, es wäre um ein geringes Opfer zu ","gott;",,,,,,
14,645,532,1751,"thun, Alles wieder in's Geleise zu bringen! Konnten sich diese drei, vier ",,,,,,,
14,645,532,1752,"Männer, um die es sich handelt, . denn nicht entschließen, das Opfer zu ",,,,,,,
14,645,532,1753,"bringen? Versprechen Sie wenigstens, Scherr fallen zu lassen.” Auf das ",,,,,,,
14,645,532,1754,"Erstere erwiederte ich ihm, es wäre eine Schande für Alles, was Mann ",,,,,,,
14,645,532,1755,"heiße im K. Zürich, wenn man mit Wahrheit sagen könnte, es wären ihrer ","zürich;",,,"zürich;",,,
14,645,532,1756,"Dreie oder Viere, die im K. Zürich Sonnenschein und Regen, Glück oder ","zürich;",,,"zürich;",,,
14,645,532,1757,"Unglück machen konnten und auf das Zweite, Hr. Scherr habe in meinen ",,,,,,,
14,645,532,1758,"Augen um unser Volksschulwesen so große Verdienste, daß ich nun und ","volk;",,,,,,
14,645,532,1759,"nimmermehr dazu Hand bieten werde, daß man ihm mit so schwarzem Undanke ",,,,,,,
14,645,532,1760,"lohne. „Nun, wenn man nicht will, in Gottes Nahmen” erwiederte er, zuckte ","gott;",,,,,,
14,645,532,1761,"die Achseln und kehrte mir den Rücken. ",,,,,,,
14,645,532,1762," ) Erlaß des Reg. Rathes vom 23. August: ",,,,,,,
14,645,532,1763,"Der Regierungsrath, ","regierungsrath;",,,,,,
14,645,532,1764,"welchem zur Kenntniß gekommen, daß das sogenannte Central-Comité ","comité;",,,,,,
14,645,532,1765,"petitionirender Kirchgemeinden damit umgeht, sämmtlichen Kirchgemeinden ",,,,,,,
14,645,532,1766,"des Kantons Petitionen zur Unterschrift vorzulegen, deren Inhalt gegen ",,,,,,,
14,645,532,1767,"die obersten verfassungsmäßigen Behörden, gegen gesetzmäßige Institute ",,,,,,,
14,645,532,1768,"und gegen Besetzungen von Beamtungen gerichtet ist,",,,,,,,
14,645,532,1769,"in Betrachtung,",,,,,,,
14,645,532,1770,"daß, ungeachtet des Anstriches von Gesetzlichkeit, welcher den ",,,,,,,
14,645,532,1771,"Aufforderungen des sogenannten Comité und den von demselben angebahnten ","comité;",,,,,,
14,645,532,1772,"Schritten gegeben wird, darin in der That und Wahrheit nichts anderes liegt, ",,,,,,,
14,645,532,1773,"als eine Aufwiegelung gegen verfassungsmäßige Behörden und die von denselben ",,,,,,,
14,645,532,1774,"ausgegangenen Amtshandlungen, welche Bestrebungen um so weniger als mit der ",,,,,,,
14,645,532,1775,"Ordnung im Staate vertraglich erscheinen, als der Staatsorganismus selbst ","ordnung;",,,,,,
14,645,532,1776,"dazu mißbraucht wird, eine unrechtmäßige Gewalt den gesetzlichen Behörden ",,,,,,,
14,645,532,1777,"entgegenzustellen, und wenn auch nicht mit unmittelbarer wirklicher Gemalt ",,,,,,,
14,645,532,1778,"die Verfügungen derselben umzustoßen, doch durch Erregung von Furcht vor ",,,,,,,
14,645,532,1779,"solcher sie gegen ihre Ueberzeugung zur Unterlassung oder Zurücknahme ",,,,,,,
14,645,532,1780,"derselben zu zwingen,",,,,,,,
14,645,532,1781,"und in der Absicht, ",,,,,,,
14,645,532,1782,"jeden Mißbrauch organischer Institutionen zu verhüten und denjenigen ",,,,,,,
14,645,532,1783,"Bürgern des Landes, die solchen Umtrieben fremd bleiben wollen, Schutz ","land; fremde; bürger;",,,,,,
14,645,532,1784,"und Unterstützung zu verschaffen, ",,,,,,,
14,645,532,1785,"beschließt:",,,,,,,
14,645,532,1786,"Die Statthalter der 11 Bezirke erhalten den Auftrag, an alle ihre ",,,,,,,
14,645,532,1787,"Gemeindammänner, Gemeindrathe, Pfarrer, Stillstände und Beamten sofort ","pfarrer;",,,,,,
14,645,532,1788,"durch Expresse und unter Zustellung des gegenwärtigen gedruckten Erlasses ",,,,,,,
14,645,532,1789,"den ausdrücklichen Befehl zugehen zu lassen, bei Verantwortlichkeit keine ","wort;",,,,,,
14,645,532,1790,"Gemeindsversammlungen in Folge etwaiger, von jenem sogenannten Central- ",,,,,,,
14,645,532,1791,"oder andern ähnlichen Comités ausgegangenen Aufträge zu veranstalten. ","comité;",,,,,,
14,645,532,1792,"Gegen Dawiderhandelnde sind die Statthalter angewiesen, gehörigen Ortes ",,,,,,,
14,645,532,1793,"Klage einzuleiten.",,,,,,,
14,645,532,1794,"Beschlossen Zürich am 23. Aug. 1839.","zürich;",,,"zürich;",,,
14,645,532,1795,"Vor dem Regierungsrathe: ","regierungsrath;",,,,,,
14,645,532,1796,"    Der erste Staatsschreiber: ",,,,,,,
14,645,532,1797,"        Hottinger. ",,,,,,,
14,645,532,1798,"2 [page number in original]",,,,,,,
14,645,532,1799," ) Es war überhaupt interessant zu sehen, wie vorsichtig sich diese ",,,,,,,
14,645,532,1800,"Offizin, selbst bis auf ihr bekanntes Zeitungsblatt herab, um diese Zeit ","zeitung;",,,,,,
14,645,532,1801,"und so lange benahm, bis sie sah, daß der Wind wieder frisch aus Norden ",,,,,,,
14,645,532,1802,"wehte.",,,,,,,
14,645,532,1803," ) Commentar des Central-Comité vom 23. August. ","comité;",,,,,,
14,645,532,1804,"Der engere Ausschuß des Central-Comité an die ","comité;",,,,,,
14,645,532,1805,"Bürger der vereinigt petitionirenden ","bürger;",,,,,,
14,645,532,1806,"Kirchgemeinden.",,,,,,,
14,645,532,1807,"Theure Mitbürger! Brüder!","bürger;",,,,,,
14,645,532,1808,"Wir beeilen uns, Euch den so eben erschienenen Regierungs-Erlaß zur ","regierung;",,,,,,
14,645,532,1809,"Kenntniß zu bringen. (Siehe oben Nro 6.)",,,,,,,
14,645,532,1810,"Wir theilen Euch mit unserer gewohnten Offenheit den obigen Beschluß mit; ",,,,,,,
14,645,532,1811,"Ihr werdet mit uns bedauern, daß der Regierungsrath, durch böswillige ","regierungsrath;",,,,,,
14,645,532,1812,"Einflüsterung veranlaßt, sich bewogen findet, das Central-Comité mit ","comité;",,,,,,
14,645,532,1813,"unverdienten Beschuldigungen zu überhäufen. Nie hat es etwas anderes ",,,,,,,
14,645,532,1814,"gethan, als wozu es von Euch beauftragt worden ist, und bewegte sich ",,,,,,,
14,645,532,1815,"immer innert den Schranken der Verfassung und der Gesetze; wir appelliren ",,,,,,,
14,645,532,1816,"deßhalb an Euch und an die ganze Welt!",,,,,,,
14,645,532,1817,"Das Central-Comité ist vollkommen damit einverstanden, daß es ihm nicht ","comité;",,,,,,
14,645,532,1818,"zukommt, Befehle oder Austrage an die Gemeindsbeamten zu ertheilen; es ",,,,,,,
14,645,532,1819,"hat dieß aber auch nie gethan, und nur von dem Rechte, Euch zu rathen, ",,,,,,,
14,645,532,1820,"Gebrauch gemacht, wofür es von Euch ist angegangen worden. So lange Ihr ",,,,,,,
14,645,532,1821,"ihm Euer Vertrauen schenkt, wird es Euch ferner beistehen, bis die ",,,,,,,
14,645,532,1822,"heilige Sache zu Euerer Befriedigung erledigt sein wird, unbekümmert um ","friede;",,,,,,
14,645,532,1823,"alle Kränkungen, die wir für unsere Hingebung erfahren.",,,,,,,
14,645,532,1824,"Die Gemeinden dürfen sich in ihren Angelegenheiten, von wem es immer sei, ",,,,,,,
14,645,532,1825,"rathen lassen, und mit der Verfassung und den Gesetzen in der Hand werden ",,,,,,,
14,645,532,1826,"sie ihr Recht geltend zu machen wissen, jeden beliebigen Gegenstand, der ",,,,,,,
14,645,532,1827,"von der Vorsteherschaft oder von einzelnen Bürgern ihnen vorgelegt wird , ","bürger;",,,,,,
14,645,532,1828,"in Berathung zu ziehen, und darüber Beschlüsse zu fassen. Seid mannhaft ",,,,,,,
14,645,532,1829,"und stark! Der Herr wird Eure gute Sache zum Siege führen. Den 23. August ",,,,,,,
14,645,532,1830,1839,,,,,,,
14,645,532,1831,"Namens des engern Ausschusses: ",,,,,,,
14,645,532,1832,"          Der Präsident: ",,,,,,,
14,645,532,1833,"       Hürlimann-Landis ","land;",,,,,,
14,645,532,1834,"           Der Aktuar: ",,,,,,,
14,645,532,1835,"       Spöndlin: ",,,,,,,
14,645,532,1836," ) Gegen die eifrigem Statthalter wurde später von Kloten aus eine Klage ",,,,,,,
14,645,532,1837,"gerichtet, wie wir noch sehen werden. Eine weitere Nachwirkung empfanden ",,,,,,,
14,645,532,1838,"dieselben am l6., dem Tag der Großrathswahlen, wo die thätigern von ihnen ",,,,,,,
14,645,532,1839,"in ihren Kreisen nicht wieder, einer derselben nur mit knapper Noth, ","noth;",,,,,,
14,645,532,1840,"gewählt wurden.",,,,,,,
14,645,532,1841," ) Kundmachung des Reg. Raths vom 31. August: Der Regierungsrath des ","regierungsrath;",,,,,,
14,645,532,1842,"Kantons ,Zürich an seine Mitbürger. Mitbürger!","zürich; bürger;",,,"zürich;",,,
14,645,532,1843,"Als das sogenannte Central-Comité petitionirenöer Kirchgemeinden neue ","comité;",,,,,,
14,645,532,1844,"Bewegungen im Kanton zu veranlassen sich berufen glaubten, erließen Wir ",,,,,,,
14,645,532,1845,"unter'm 23. August einen Beschluß, welcher den Befehl enthielt, bei ",,,,,,,
14,645,532,1846,"Verantwortlichkeit keine Gemeindsversammlungen in Folge etwaiger von ","wort;",,,,,,
14,645,532,1847,"jenem sogenannten Central- oder andern ähnlichen Comites ausgegangenen ",,,,,,,
14,645,532,1848,"Aufträge zu veranstalten. Diesem Beschlusse wurde, sei es mit oder ohne ",,,,,,,
14,645,532,1849,"Absicht, von mehreren Seiten eine solche Deutung unterlegt, welche den ",,,,,,,
14,645,532,1850,"Bürger in einer, Zeit unläugbarer [sic] Aufregung mit Besorgnissen für ","bürger;",,,,,,
14,645,532,1851,"die Erhaltung seiner theuersten Rechte erfüllen und zu Einfragen ",,,,,,,
14,645,532,1852,"Veranlassung geben mußte. Wir halten es daher Unserer Stellung ",,,,,,,
14,645,532,1853,"angemessen, durch gegenwärtige Kundmachung den ohnedies unzweideutigen ",,,,,,,
14,645,532,1854,"Sinn Unserer Verfügung nochmals bestimmt zu erklären, den unbefangenen ",,,,,,,
14,645,532,1855,"Bürger zu beruhigen, den irregeleiteten zu belehren.","lehre; bürger;",,,,,,
14,645,532,1856,"Die Verfassung sichert jedem einzelnen Einwohner, so wie den in den ",,,,,,,
14,645,532,1857,"Gemeinden regelmäßig versammelten Bürgern das Recht zu, ihre Wünsche und ","bürger;",,,,,,
14,645,532,1858,"Anliegen dem Großen Rathe vorzulegen; soll diese Bestimmung ihren schönen ",,,,,,,
14,645,532,1859,"Zweck erreichen, so müssen die Petitionen die Aeußerungen des eigenen, ",,,,,,,
14,645,532,1860,"aus freier Berathung hervorgegangenen Willens sein. Eben diese Freiheit ",,,,,,,
14,645,532,1861,"des Bürgers zu schirmen und dem Mißbrauche des Petitionsrechtes zu ","bürger;",,,,,,
14,645,532,1862,"begegnen, war die Absicht und der klare Zweck Unsers Verbotes, ",,,,,,,
14,645,532,1863,"Gemeindsversammlungen aus Auftrag von irgend welchen Vereinen und Comités ","comité;",,,,,,
14,645,532,1864,"zu halten und vorgeschriebene Wünsche zum Gegenstand der Berathungen zu ",,,,,,,
14,645,532,1865,"machen. Nur ein getrübter Sinn konnte hierin die Absicht vermuthen, die ",,,,,,,
14,645,532,1866,"Befugnisse der Gemeinden und das Petitionsrecht der Bürger ","bürger;",,,,,,
